attempt_uid,source_id,run_id,crate,model,target_id,target_fqn,node_id,attempt,func_key,resolution_path,rule_resolved,final_resolved,error_codes,difficulty_bucket,batch_id,strict_success,normalized_success,normalized_status,frozen_status
humantime_direct_llm_1shot::ht_001::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_001,<u64 as duration::OverflowOp>::add,ht_001,1,<u64 as duration::OverflowOp>::add,unresolved,False,False,E0432,single_error,humantime_direct_llm_1shot::batch_0001,False,False,normalized_unresolved,frozen_cleared
humantime_direct_llm_1shot::ht_001::2,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_001,<u64 as duration::OverflowOp>::add,ht_001,2,<u64 as duration::OverflowOp>::add,unresolved,False,False,E0432,single_error,humantime_direct_llm_1shot::batch_0002,False,False,normalized_unresolved,frozen_cleared
humantime_direct_llm_1shot::ht_003::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_003,<wrapper::Duration as std::convert::AsRef<std::time::Duration>>::as_ref,ht_003,1,<wrapper::Duration as std::convert::AsRef<std::time::Duration>>::as_ref,full,False,True,E0599,single_error,humantime_direct_llm_1shot::batch_0003,True,True,normalized_resolved,frozen_cleared
humantime_direct_llm_1shot::ht_003::2,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_003,<wrapper::Duration as std::convert::AsRef<std::time::Duration>>::as_ref,ht_003,2,<wrapper::Duration as std::convert::AsRef<std::time::Duration>>::as_ref,full,False,True,E0599,single_error,humantime_direct_llm_1shot::batch_0004,True,True,normalized_resolved,frozen_cleared
humantime_direct_llm_1shot::ht_005::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_005,<wrapper::Duration as std::convert::Into<std::time::Duration>>::into,ht_005,1,<wrapper::Duration as std::convert::Into<std::time::Duration>>::into,unresolved,False,False,E0423,single_error,humantime_direct_llm_1shot::batch_0005,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_007::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_007,<wrapper::Duration as std::str::FromStr>::from_str,ht_007,1,<wrapper::Duration as std::str::FromStr>::from_str,unresolved,False,False,E0599,single_error,humantime_direct_llm_1shot::batch_0006,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_007::2,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_007,<wrapper::Duration as std::str::FromStr>::from_str,ht_007,2,<wrapper::Duration as std::str::FromStr>::from_str,unresolved,False,False,E0599,single_error,humantime_direct_llm_1shot::batch_0007,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_007::3,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_007,<wrapper::Duration as std::str::FromStr>::from_str,ht_007,3,<wrapper::Duration as std::str::FromStr>::from_str,full,False,True,E0599,single_error,humantime_direct_llm_1shot::batch_0008,True,True,normalized_resolved,frozen_cleared
humantime_direct_llm_1shot::ht_010::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_010,<wrapper::Timestamp as std::convert::Into<std::time::SystemTime>>::into,ht_010,1,<wrapper::Timestamp as std::convert::Into<std::time::SystemTime>>::into,rule,True,True,E0432,single_error,humantime_direct_llm_1shot::batch_0009,True,True,normalized_resolved,frozen_cleared
humantime_direct_llm_1shot::ht_010::2,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_010,<wrapper::Timestamp as std::convert::Into<std::time::SystemTime>>::into,ht_010,2,<wrapper::Timestamp as std::convert::Into<std::time::SystemTime>>::into,full,False,True,E0599,single_error,humantime_direct_llm_1shot::batch_0010,True,True,normalized_resolved,frozen_cleared
humantime_direct_llm_1shot::ht_010::3,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_010,<wrapper::Timestamp as std::convert::Into<std::time::SystemTime>>::into,ht_010,3,<wrapper::Timestamp as std::convert::Into<std::time::SystemTime>>::into,rule,True,True,E0432,single_error,humantime_direct_llm_1shot::batch_0011,True,True,normalized_resolved,frozen_cleared
humantime_direct_llm_1shot::ht_012::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_012,<wrapper::Timestamp as std::str::FromStr>::from_str,ht_012,1,<wrapper::Timestamp as std::str::FromStr>::from_str,unresolved,False,False,"E0432,E0433",multi_supported_only,humantime_direct_llm_1shot::batch_0012,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_013::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_013,date::Rfc3339Timestamp::get_ref,ht_013,1,date::Rfc3339Timestamp::get_ref,unresolved,False,False,E0061,single_error,humantime_direct_llm_1shot::batch_0013,False,False,normalized_unresolved,frozen_cleared
humantime_direct_llm_1shot::ht_013::2,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_013,date::Rfc3339Timestamp::get_ref,ht_013,2,date::Rfc3339Timestamp::get_ref,unresolved,False,False,E0061,single_error,humantime_direct_llm_1shot::batch_0014,False,False,normalized_unresolved,frozen_cleared
humantime_direct_llm_1shot::ht_013::3,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_013,date::Rfc3339Timestamp::get_ref,ht_013,3,date::Rfc3339Timestamp::get_ref,unresolved,False,False,E0061,single_error,humantime_direct_llm_1shot::batch_0015,False,False,normalized_unresolved,frozen_cleared
humantime_direct_llm_1shot::ht_014::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_014,date::format_rfc3339,ht_014,1,date::format_rfc3339,unresolved,False,False,E0428,single_error,humantime_direct_llm_1shot::batch_0016,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_015::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_015,date::format_rfc3339_micros,ht_015,1,date::format_rfc3339_micros,full,False,True,E0599,single_error,humantime_direct_llm_1shot::batch_0017,True,True,normalized_resolved,frozen_cleared
humantime_direct_llm_1shot::ht_020::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_020,date::parse_rfc3339,ht_020,1,date::parse_rfc3339,full,False,True,E0599,single_error,humantime_direct_llm_1shot::batch_0018,True,True,normalized_resolved,frozen_cleared
humantime_direct_llm_1shot::ht_021::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_021,date::parse_rfc3339_weak,ht_021,1,date::parse_rfc3339_weak,unresolved,False,False,E0428,single_error,humantime_direct_llm_1shot::batch_0019,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_022::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_022,date::two_digits,ht_022,1,date::two_digits,rule,True,True,E0432,single_error,humantime_direct_llm_1shot::batch_0020,True,True,normalized_resolved,frozen_cleared
humantime_direct_llm_1shot::ht_022::2,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_022,date::two_digits,ht_022,2,date::two_digits,rule,True,True,E0432,single_error,humantime_direct_llm_1shot::batch_0021,True,True,normalized_resolved,frozen_cleared
humantime_direct_llm_1shot::ht_022::3,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_022,date::two_digits,ht_022,3,date::two_digits,rule,True,True,E0432,single_error,humantime_direct_llm_1shot::batch_0022,True,True,normalized_resolved,frozen_cleared
humantime_direct_llm_1shot::ht_023::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_023,date::two_digits::two_digits_inner,ht_023,1,date::two_digits::two_digits_inner,unresolved,False,False,E0425,single_error,humantime_direct_llm_1shot::batch_0023,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_023::2,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_023,date::two_digits::two_digits_inner,ht_023,2,date::two_digits::two_digits_inner,unresolved,False,False,E0425,single_error,humantime_direct_llm_1shot::batch_0024,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_023::3,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_023,date::two_digits::two_digits_inner,ht_023,3,date::two_digits::two_digits_inner,unresolved,False,False,E0425,single_error,humantime_direct_llm_1shot::batch_0025,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_024::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_024,duration::FormattedDuration::get_ref,ht_024,1,duration::FormattedDuration::get_ref,unresolved,False,False,E0599,single_error,humantime_direct_llm_1shot::batch_0026,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_024::2,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_024,duration::FormattedDuration::get_ref,ht_024,2,duration::FormattedDuration::get_ref,unresolved,False,False,E0599,single_error,humantime_direct_llm_1shot::batch_0027,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_024::3,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_024,duration::FormattedDuration::get_ref,ht_024,3,duration::FormattedDuration::get_ref,unresolved,False,False,"E0277,E0308,E0599",multi_mixed,humantime_direct_llm_1shot::batch_0028,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_025::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_025,duration::Parser::<'a>::off,ht_025,1,duration::Parser::<'a>::off,unresolved,False,False,E0599,single_error,humantime_direct_llm_1shot::batch_0029,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_025::2,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_025,duration::Parser::<'a>::off,ht_025,2,duration::Parser::<'a>::off,unresolved,False,False,E0599,single_error,humantime_direct_llm_1shot::batch_0030,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_025::3,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_025,duration::Parser::<'a>::off,ht_025,3,duration::Parser::<'a>::off,unresolved,False,False,E0599,single_error,humantime_direct_llm_1shot::batch_0031,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_026::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_026,duration::Parser::<'a>::parse,ht_026,1,duration::Parser::<'a>::parse,unresolved,False,False,"E0164,E0599",multi_mixed,humantime_direct_llm_1shot::batch_0032,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_026::2,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_026,duration::Parser::<'a>::parse,ht_026,2,duration::Parser::<'a>::parse,unresolved,False,False,E0599,single_error,humantime_direct_llm_1shot::batch_0033,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_026::3,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_026,duration::Parser::<'a>::parse,ht_026,3,duration::Parser::<'a>::parse,unresolved,False,False,"E0533,E0599",multi_mixed,humantime_direct_llm_1shot::batch_0034,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_027::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_027,duration::Parser::<'a>::parse_first_char,ht_027,1,duration::Parser::<'a>::parse_first_char,rule,True,True,E0432,single_error,humantime_direct_llm_1shot::batch_0035,True,True,normalized_resolved,frozen_cleared
humantime_direct_llm_1shot::ht_027::2,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_027,duration::Parser::<'a>::parse_first_char,ht_027,2,duration::Parser::<'a>::parse_first_char,unresolved,False,False,E0599,single_error,humantime_direct_llm_1shot::batch_0036,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_027::3,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_027,duration::Parser::<'a>::parse_first_char,ht_027,3,duration::Parser::<'a>::parse_first_char,rule,True,True,E0432,single_error,humantime_direct_llm_1shot::batch_0037,True,True,normalized_resolved,frozen_cleared
humantime_direct_llm_1shot::ht_028::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_028,duration::Parser::<'a>::parse_unit,ht_028,1,duration::Parser::<'a>::parse_unit,unresolved,False,False,E0599,single_error,humantime_direct_llm_1shot::batch_0038,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_028::2,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_028,duration::Parser::<'a>::parse_unit,ht_028,2,duration::Parser::<'a>::parse_unit,full,False,True,E0599,single_error,humantime_direct_llm_1shot::batch_0039,True,True,normalized_resolved,frozen_cleared
humantime_direct_llm_1shot::ht_028::3,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_028,duration::Parser::<'a>::parse_unit,ht_028,3,duration::Parser::<'a>::parse_unit,unresolved,False,False,E0599,single_error,humantime_direct_llm_1shot::batch_0040,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_030::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_030,duration::item,ht_030,1,duration::item,unresolved,False,False,"E0061,E0116,E0599,E0658",multi_mixed,humantime_direct_llm_1shot::batch_0041,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_030::2,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_030,duration::item,ht_030,2,duration::item,unresolved,False,False,"E0061,E0116,E0658",multi_unsupported_only,humantime_direct_llm_1shot::batch_0042,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_030::3,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_030,duration::item,ht_030,3,duration::item,unresolved,False,False,E0404,single_error,humantime_direct_llm_1shot::batch_0043,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_031::1,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_031,duration::item_plural,ht_031,1,duration::item_plural,unresolved,False,False,E0404,single_error,humantime_direct_llm_1shot::batch_0044,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_031::2,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_031,duration::item_plural,ht_031,2,duration::item_plural,unresolved,False,False,E0404,single_error,humantime_direct_llm_1shot::batch_0045,False,False,normalized_unresolved,frozen_unresolved
humantime_direct_llm_1shot::ht_031::3,direct_llm_1shot,humantime_direct_llm_1shot,humantime,gemini-2.5-flash,ht_031,duration::item_plural,ht_031,3,duration::item_plural,unresolved,False,False,"E0061,E0116,E0599,E0658,unsafe_code",multi_mixed,humantime_direct_llm_1shot::batch_0046,False,False,normalized_unresolved,frozen_unresolved
humantime_gemini-2.5-flash-nothinking_20251109_134926::ht_003::1,rug_existing_humantime,humantime_gemini-2.5-flash-nothinking_20251109_134926,humantime,gemini-2.5-flash-nothinking,ht_003,<wrapper::Duration as std::convert::AsRef<std::time::Duration>>::as_ref,ht_003,1,<wrapper::Duration as std::convert::AsRef<std::time::Duration>>::as_ref,rule,True,True,E0433,single_error,humantime_gemini-2.5-flash-nothinking_20251109_134926::batch_0001,True,True,normalized_resolved,frozen_cleared
humantime_gemini-2.5-flash-nothinking_20251109_134926::ht_003::2,rug_existing_humantime,humantime_gemini-2.5-flash-nothinking_20251109_134926,humantime,gemini-2.5-flash-nothinking,ht_003,<wrapper::Duration as std::convert::AsRef<std::time::Duration>>::as_ref,ht_003,2,<wrapper::Duration as std::convert::AsRef<std::time::Duration>>::as_ref,rule,True,True,E0433,single_error,humantime_gemini-2.5-flash-nothinking_20251109_134926::batch_0002,True,True,normalized_resolved,frozen_cleared
humantime_gemini-2.5-flash-nothinking_20251109_134926::ht_004::1,rug_existing_humantime,humantime_gemini-2.5-flash-nothinking_20251109_134926,humantime,gemini-2.5-flash-nothinking,ht_004,<wrapper::Duration as std::convert::From<std::time::Duration>>::from,ht_004,1,<wrapper::Duration as std::convert::From<std::time::Duration>>::from,rule,True,True,E0433,single_error,humantime_gemini-2.5-flash-nothinking_20251109_134926::batch_0003,True,True,normalized_resolved,frozen_cleared
humantime_gemini-2.5-flash-nothinking_20251109_134926::ht_006::1,rug_existing_humantime,humantime_gemini-2.5-flash-nothinking_20251109_134926,humantime,gemini-2.5-flash-nothinking,ht_006,<wrapper::Duration as std::ops::Deref>::deref,ht_006,1,<wrapper::Duration as std::ops::Deref>::deref,rule,True,True,E0433,single_error,humantime_gemini-2.5-flash-nothinking_20251109_134926::batch_0004,True,True,normalized_resolved,frozen_cleared
humantime_gemini-2.5-flash-nothinking_20251109_134926::ht_006::2,rug_existing_humantime,humantime_gemini-2.5-flash-nothinking_20251109_134926,humantime,gemini-2.5-flash-nothinking,ht_006,<wrapper::Duration as std::ops::Deref>::deref,ht_006,2,<wrapper::Duration as std::ops::Deref>::deref,rule,True,True,E0433,single_error,humantime_gemini-2.5-flash-nothinking_20251109_134926::batch_0005,True,True,normalized_resolved,frozen_cleared
humantime_gemini-2.5-flash-nothinking_20251109_134926::ht_006::3,rug_existing_humantime,humantime_gemini-2.5-flash-nothinking_20251109_134926,humantime,gemini-2.5-flash-nothinking,ht_006,<wrapper::Duration as std::ops::Deref>::deref,ht_006,3,<wrapper::Duration as std::ops::Deref>::deref,rule,True,True,E0433,single_error,humantime_gemini-2.5-flash-nothinking_20251109_134926::batch_0006,True,True,normalized_resolved,frozen_cleared
humantime_gemini-2.5-flash-nothinking_20251109_134926::ht_007::1,rug_existing_humantime,humantime_gemini-2.5-flash-nothinking_20251109_134926,humantime,gemini-2.5-flash-nothinking,ht_007,<wrapper::Duration as std::str::FromStr>::from_str,ht_007,1,<wrapper::Duration as std::str::FromStr>::from_str,rule,True,True,E0433,single_error,humantime_gemini-2.5-flash-nothinking_20251109_134926::batch_0007,True,True,normalized_resolved,frozen_cleared
humantime_gemini-2.5-flash-nothinking_20251109_134926::ht_007::2,rug_existing_humantime,humantime_gemini-2.5-flash-nothinking_20251109_134926,humantime,gemini-2.5-flash-nothinking,ht_007,<wrapper::Duration as std::str::FromStr>::from_str,ht_007,2,<wrapper::Duration as std::str::FromStr>::from_str,rule,True,True,E0433,single_error,humantime_gemini-2.5-flash-nothinking_20251109_134926::batch_0008,True,True,normalized_resolved,frozen_cleared
humantime_gemini-2.5-flash-nothinking_20251109_134926::ht_008::1,rug_existing_humantime,humantime_gemini-2.5-flash-nothinking_20251109_134926,humantime,gemini-2.5-flash-nothinking,ht_008,<wrapper::Timestamp as std::convert::AsRef<std::time::SystemTime>>::as_ref,ht_008,1,<wrapper::Timestamp as std::convert::AsRef<std::time::SystemTime>>::as_ref,rule,True,True,E0433,single_error,humantime_gemini-2.5-flash-nothinking_20251109_134926::batch_0009,True,True,normalized_resolved,frozen_cleared
humantime_gemini-2.5-flash-nothinking_20251109_134926::ht_008::2,rug_existing_humantime,humantime_gemini-2.5-flash-nothinking_20251109_134926,humantime,gemini-2.5-flash-nothinking,ht_008,<wrapper::Timestamp as std::convert::AsRef<std::time::SystemTime>>::as_ref,ht_008,2,<wrapper::Timestamp as std::convert::AsRef<std::time::SystemTime>>::as_ref,rule,True,True,E0433,single_error,humantime_gemini-2.5-flash-nothinking_20251109_134926::batch_0010,True,True,normalized_resolved,frozen_cleared
humantime_gemini-2.5-flash-nothinking_20251109_134926::ht_010::1,rug_existing_humantime,humantime_gemini-2.5-flash-nothinking_20251109_134926,humantime,gemini-2.5-flash-nothinking,ht_010,<wrapper::Timestamp as std::convert::Into<std::time::SystemTime>>::into,ht_010,1,<wrapper::Timestamp as std::convert::Into<std::time::SystemTime>>::into,rule,True,True,E0433,single_error,humantime_gemini-2.5-flash-nothinking_20251109_134926::batch_0011,True,True,normalized_resolved,frozen_cleared
humantime_gemini-2.5-flash-nothinking_20251109_134926::ht_010::2,rug_existing_humantime,humantime_gemini-2.5-flash-nothinking_20251109_134926,humantime,gemini-2.5-flash-nothinking,ht_010,<wrapper::Timestamp as std::convert::Into<std::time::SystemTime>>::into,ht_010,2,<wrapper::Timestamp as std::convert::Into<std::time::SystemTime>>::into,rule,True,True,E0433,single_error,humantime_gemini-2.5-flash-nothinking_20251109_134926::batch_0012,True,True,normalized_resolved,frozen_cleared
humantime_gemini-2.5-flash-nothinking_20251109_134926::ht_010::3,rug_existing_humantime,humantime_gemini-2.5-flash-nothinking_20251109_134926,humantime,gemini-2.5-flash-nothinking,ht_010,<wrapper::Timestamp as std::convert::Into<std::time::SystemTime>>::into,ht_010,3,<wrapper::Timestamp as std::convert::Into<std::time::SystemTime>>::into,rule,True,True,E0433,single_error,humantime_gemini-2.5-flash-nothinking_20251109_134926::batch_0013,True,True,normalized_resolved,frozen_cleared
humantime_gemini-2.5-flash-nothinking_20251109_134926::ht_012::1,rug_existing_humantime,humantime_gemini-2.5-flash-nothinking_20251109_134926,humantime,gemini-2.5-flash-nothinking,ht_012,<wrapper::Timestamp as std::str::FromStr>::from_str,ht_012,1,<wrapper::Timestamp as std::str::FromStr>::from_str,rule,True,True,E0433,single_error,humantime_gemini-2.5-flash-nothinking_20251109_134926::batch_0014,True,True,normalized_resolved,frozen_cleared
